"Gene Name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_biotype"
"MYO7A",132.712704586143,0.863308954023289,0.213999394534136,4.03416540454546,5.47967101771333e-05,0.00463771033044109,"protein_coding"
"KNL1",40.6600442862696,1.06415112504113,0.263656712508472,4.03612377214532,5.43415556451465e-05,0.00463771033044109,"protein_coding"
"TNFRSF13B",4.78713230521648,1.44856019561131,0.35897527247743,4.03526456185748,5.45408064564024e-05,0.00463771033044109,"protein_coding"
"SKA3",22.4029575436284,1.64080447311769,0.407803394608036,4.0235184277825,5.73350956912383e-05,0.00478947421204908,"protein_coding"
"RUBCNL",84.1804346954847,0.803453155330092,0.199730806098613,4.02268018151093,5.75396047559795e-05,0.00478947421204908,"protein_coding"
"MMP25",506.33577076079,1.37532216763376,0.341893399678264,4.02266369847443,5.75436330820368e-05,0.00478947421204908,"protein_coding"
"NPR3",1457.95484926231,-1.06074769473731,0.263878162132363,-4.01983887626604,5.82379570878304e-05,0.0048206308985064,"protein_coding"
"ITGBL1",727.333881877698,-1.19278545263134,0.29730824708645,-4.01194875796535,6.02195731769717e-05,0.0049574200541589,"protein_coding"
"IGFBP3",1298.61329768246,-1.0962953989612,0.273442523553136,-4.00923523055535,6.09157120543996e-05,0.00496306424923624,"protein_coding"
"ADGRG3",213.526287546588,1.39158007578346,0.347104152841311,4.00911387660541,6.09470219786727e-05,0.00496306424923624,"protein_coding"
"PHF21A",797.096504948486,0.263828645951901,0.0658332086161204,4.0075313280006,6.13567249037146e-05,0.00496956484233581,"protein_coding"
"KIFC1",74.9852840924561,1.38811691796554,0.347674350513079,3.99257787040382,6.53588593514888e-05,0.00526540757288865,"protein_coding"
"SCG2",20.5511353738183,-1.70671314967045,0.42765195484846,-3.99089289858439,6.58250031287069e-05,0.00527475357518069,"protein_coding"
"CIP2A",41.4597304182798,0.859962324884298,0.216076809062869,3.97989182001519,6.89466358320901e-05,0.00549566703074305,"protein_coding"
"MXD3",116.494983161216,0.675842006994591,0.169998829913296,3.97556858090898,7.02113063271187e-05,0.00556701752535812,"protein_coding"
"GLT1D1",138.249313184875,1.17981527157808,0.297032590613281,3.97200613286955,7.12698845714497e-05,0.00559516796872728,"protein_coding"
"CYP4F3",75.8705805704768,1.84791574668736,0.465250229869372,3.97187497834488,7.13091437102979e-05,0.00559516796872728,"protein_coding"
"CXCR1",260.948551051495,1.39240226863725,0.350789770703761,3.96933543941087,7.20733615303147e-05,0.00559683088378449,"protein_coding"
"SEMA4D",685.798217350995,0.750945902214022,0.189148769767154,3.97013368439272,7.18323165353069e-05,0.00559683088378449,"protein_coding"
"TRAF3IP3",280.039850434499,0.792276575305162,0.199684511397433,3.96764160505313,7.25873830864809e-05,0.00560784064716838,"protein_coding"
"CCNA2",59.70656868193,1.08449815447972,0.273455071556429,3.96590982316422,7.31165040846263e-05,0.00561989864303518,"protein_coding"
"PSTPIP2",368.101849185487,0.825473347452456,0.208270934823205,3.96345917471959,7.38715012246703e-05,0.00564910744136882,"protein_coding"
"POLQ",31.1171182860314,1.21128983378216,0.305879592418621,3.96002173340288,7.49429426196077e-05,0.00570209813416358,"protein_coding"
"ITGB7",145.292569076101,1.01782962958525,0.257385897369585,3.9544887267997,7.66984878925124e-05,0.00579047919031193,"protein_coding"
"TCL1A",8.32234419399605,1.79994571237879,0.455227873222196,3.95394442708089,7.68732716934873e-05,0.00579047919031193,"protein_coding"
"IL1A",72.8730673427265,-1.59060157723986,0.403133773281271,-3.9455924625052,7.9602906332096e-05,0.00596257420099369,"protein_coding"
"CD7",138.445417088322,1.17156473332756,0.297008368327159,3.94455125936744,7.99495511849137e-05,0.00596257420099369,"protein_coding"
"CARMIL2",91.0614491862071,0.985102960861841,0.24991573432328,3.94174045715568,8.08924833001759e-05,0.00600317862520763,"protein_coding"
"RASSF4",1360.13218139655,0.81962906347516,0.208466149543228,3.93171296764994,8.43427320625051e-05,0.00622854538491,"protein_coding"
"ORAI2",548.558785434652,0.365029054709528,0.0929426959499226,3.92746359440881,8.5846410295995e-05,0.006308664249313,"protein_coding"
